SrNo,Date,a,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,Vehicle Responsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks
580,17/08/2016,05:30,overspeed,1,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote
581,17/07/2015,17:30,others,2 & 3,2 & 5,fourlane,straight,junction,fine,Car over speed fault of driver other vehicle,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
582,17/07/2015,00:30,overspeed,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to Truck,0,1,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to Jalappa Hospital
583,17/05/2016,23:47,headoncollision,2,2,fourlane,straight,junction,fine,Truck over speed self accident,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital
584,17/04/2018,16:15,overspeed,2,2 & 4,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
585,17/04/2017,08:15,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Two wheeler over speed hit to two wheeler,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli
586,17/04/2017,23:30,skidding,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance,The injured person shifted to KR Puram Private Hospital
587,17/04/2016,14:30,skidding,2 & 3,2 & 3,fourlane,straight,junction,fine,LCV over speed Tyre blast self accident,0,2,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
588,17/04/2015,03:10,headoncollision,3 & 4,3 & 5,fourlane,straight,junction,fine,Truck over speed and Hit to the LCV,0,0,1,1,Ambulance,The injured person shifted to Jalappa Hospital
589,17/02/2018,08:15,headoncollision,1,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
590,17/02/2016,13:40,rearendcollision,3,5,fourlane,straight,junction,fine,Car over speed hit to Two wheeler,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital
591,17/11/2016,12:40,overspeed,3 & 4,2 & 9,fourlane,slightcurve,junction,fine,Car over speed and hit to LCV,0,0,1,1,Petrol Vehicle,The injured person shifted to SNR Hospital Kolar
592,17/11/2015,20:15,skidding,1,1,fourlane,straight,junction,fine,Car over speed and hit to Pedestrian cross on the road,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
593,17/11/2014,17:45,others,2,2 & 4,fourlane,straight,junction,fine,Fault of Motor vehicle over speed and Hit to BMTC Bus,0,1,0,0,Ambulance,The injured person shifted to KR Puram Govt. Hospital
594,17/11/2014,16:30,others,2,3,fourlane,straight,junction,fine,BBMP Garbage vehicle overload and vehicle upset in the carriageway,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
595,17/10/2017,05:30,headoncollision,1 & 3,2 & 9,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,1,0,2,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
596,17/10/2016,19:15,overspeed,2,7,fourlane,straight,junction,fine,Bus hit to road crossing pedestrian. Fault of Pedestrian,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
597,17/10/2015,14:30,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to Road crossing Lorry,0,5,0,0,Ambulance/Petrol Vehicle,The injure person shifted to MVJ Hospital
598,17/10/2014,09:17,skidding,2,3,fourlane,straight,junction,fine,car over speed vehicle out of control,0,1,0,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital
599,17/10/2014,22:30,overspeed,4,2,fourlane,straight,junction,fine,Truck,0,0,0,0,Petrol Vehicle,Traffic clear
600,17/10/2014,10:30,overspeed,2 & 3 & 4,2,fourlane,slightcurve,junction,fine,Car over speed,0,2,2,1,Ambulance/Petrol Vehicle,The injured persons shifted to Jalapa Hospital
601,17/01/2015,11:45,headoncollision,2 & 3,3 & 5,fourlane,straight,junction,fine,Car tyre blast vehicle out of control and hit to Two wheeler,0,1,1,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
602,16/09/2017,12:30,overspeed,1,2 & 5,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
603,16/09/2016,17:30,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
604,16/09/2016,17:30,skidding,2,2 & 3,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
605,16/09/2014,10:30,headoncollision,1 & 2,1,fourlane,straight,junction,fine,Bike over speed Drunken and Drive Hit to Tractor,1,1,0,0,Ambulance/Petrol Vehicle,The Fatal person and Injured person shifted to Govt Hospital Mulbagal
606,16/08/2015,17:35,headoncollision,3 & 4,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Two wheeler,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital
607,16/08/2014,10:35,others,3 & 4,3,fourlane,straight,junction,fine,Car,0,0,3,1,Ambulance/Petrol Vehicle,"3-Minor, 1- Non injured. Helping Ambulance shifted to Jalappa Hospital."
608,16/07/2016,13:00,overspeed,3 & 4,9,fourlane,straight,junction,fine,LCV over speed and hit to LCV. Defects in mechanical condition,0,0,1,1,Ambulance,The injured person shifted to Jalappa Hospital
609,16/06/2016,07:10,headoncollision,3,2 & 5,fourlane,sharpcurve,tjunction,fine,Two wheeler over speed and over take the bus. Bus hit to Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
610,16/06/2016,23:30,headoncollision,3,2 & 5,fourlane,straight,tjunction,fine,LCV over speed and hit to Truck,0,0,1,0,Petrol Vehicle,The injured person shifted to KR Puram Govt. Hospital
611,16/06/2014,23:45,others,2 & 3 & 4,2,fourlane,straight,junction,fine,Car,0,1,1,3,Petrol Vehicle,Helping Patrolling & 108 shifted to Govt. Hospital Kolar
612,16/05/2017,08:30,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
613,16/05/2015,10:45,others,2,2 & 3,fourlane,straight,junction,fine,Vehicle over speed and Out of Control,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
614,16/04/2017,14:00,skidding,3,4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
615,16/04/2016,08:55,headoncollision,3,3 & 5,fourlane,straight,junction,fine,Car over speed vehicle out of control hit to Agricultural vehicle.,0,0,2,0,Ambulance,The injured person shifted to Jalappa Hospital
616,16/04/2014,17:30,others,3,4,fourlane,straight,junction,fine,Bike,0,0,1,0,Ambulance/Petrol Vehicle,Due break failure bike ramed into median self accident
617,16/03/2016,05:00,overspeed,3,2 & 3,fourlane,straight,forearmjunction,fine,Multi axle over speed self accident,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital
618,16/02/2018,07:15,headoncollision,1,2,fourlane,straight,junction,fine,Multi Axle hit to Two wheeler.,1,0,0,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
619,16/02/2018,07:15,overspeed,1,4,fourlane,slightcurve,junction,fine,Fault of road crossing pedestrian. Vehicle over speed and hit to pedestrian,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
620,16/12/2016,04:00,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
621,16/12/2016,16:30,others,1,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hoskote
622,16/12/2015,16:30,skidding,3,2 & 3,fourlane,straight,junction,fine,Car overspeed and skidding fault of driver self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
623,16/11/2017,07:00,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to LCV,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
624,16/11/2016,00:10,skidding,1 & 3,2 & 5,fourlane,straight,junction,fine,Multi Axle hit to Two wheeler.,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
625,16/11/2014,00:05,overspeed,3 & 4,2 & 5,fourlane,straight,tjunction,fine,Vehicle over speed and hit to the road crossing vehicle,0,0,1,5,Petrol Vehicle,Helping of Patrol vehicle
626,16/10/2017,02:10,headoncollision,2 & 3,2,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,1,4,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
627,16/10/2016,15:00,headoncollision,1 & 3,2 & 5,fourlane,slightcurve,junction,fine,Truck over speed and hit to Tractor,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
628,16/01/2017,16:05,overspeed,3 & 4,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,2,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
629,16/01/2016,23:30,collisionbrush,3,2 & 5,fourlane,straight,junction,fine,Truck lost control and hit to the car. Negligent driving of car driver.,0,0,2,0,Ambulance,The injured person shifted to MVJ Hospital
630,16/01/2016,23:15,skidding,2,1 & 2,fourlane,straight,junction,fine,Self accidents Drunk & Drive,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
631,15/09/2016,21:45,headoncollision,3,2,fourlane,straight,junction,fine,Two wheeler over speed defects in mechanical condition,0,0,1,0,Ambulance,The Injured person shifted to Jalappa Hospital
632,15/09/2015,05:00,overspeed,3,1 & 3,fourlane,straight,junction,fine,Drunk & Drive,0,0,3,0,Ambulance,The injured person shifted to SNR Hospital
633,15/08/2016,15:45,overspeed,3,3 & 9,fourlane,straight,junction,fine,Car fault of mechanical condition vehicle out of control,0,0,4,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
634,15/08/2016,15:30,rearendcollision,1 & 3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,1,0,1,0,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to Jalappa Hospital
635,15/08/2016,00:40,headoncollision,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and Hit to Tow wheeler,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
636,15/07/2014,13:30,others,3,2,fourlane,slightcurve,tjunction,fine,Bike,0,0,1,0,Ambulance/Petrol Vehicle,Shifted to SNR Hospital Kolar
637,15/06/2015,20:35,others,3,2,fourlane,straight,junction,fine,Tata Ace,0,0,1,0,Ambulance,Tata Ace lost control by over speed and shifted to RLJ hospital
638,15/06/2015,01:00,others,3,2,fourlane,straight,junction,fine,Car,0,0,1,0,Ambulance,Car lost control by over speed (self accident)
639,15/06/2014,14:00,overspeed,2 & 3 & 4,3,fourlane,straight,junction,fine,Innova Car,0,2,1,4,Ambulance/Petrol Vehicle,Helping Patrolling & Ambulance shifted to Jalapa hospital.
640,15/05/2017,11:35,headoncollision,1,2 & 5,fourlane,sharpcurve,junction,fine,Unknown vehicle over speed and hit to two wheeler,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
641,15/05/2016,01:45,headoncollision,1,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to car,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt. Hospital
642,15/03/2017,15:50,overspeed,1,2 & 9,fourlane,straight,junction,fine,Self accident Car,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
643,15/02/2018,16:20,overspeed,2,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
644,15/02/2015,19:10,overspeed,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to the Motor vehicle,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
645,15/12/2017,09:30,headoncollision,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
646,15/12/2016,19:05,rearendcollision,2,2 & 5,fourlane,slightcurve,junction,fine,Two wheeler over speed and hit to two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
647,15/12/2015,11:15,skidding,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and Hit to Road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
648,15/12/2014,12:30,overspeed,2 & 3 & 4,2 & 5,fourlane,straight,junction,fine,KSRTC bus hit to the Tata Ace due to over speed and over turning,0,1,3,20,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital
649,15/11/2014,16:30,others,3 & 4,2 & 3,fourlane,slightcurve,junction,fine,Vehicle over speed and Out of Control,0,0,4,1,Ambulance,"The injured person shifted to Govt Hospital, Kolar"
650,15/11/2014,22:30,others,2,7,fourlane,straight,junction,fine,Fault of Pedestrian for Road Cross,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
651,15/01/2018,07:15,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
652,15/01/2018,23:45,overspeed,1,7,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
653,14/09/2016,10:45,skidding,2,2,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Satya sai Hospital
654,14/09/2016,10:45,skidding,2,2 & 3 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital KR Puram
655,14/09/2015,23:00,skidding,1,2,fourlane,straight,junction,fine,Self accident vehicle over speed,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote
656,14/09/2015,10:35,skidding,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Two wheeler,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital
657,14/08/2016,05:45,headoncollision,1 & 2,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to car,1,3,0,0,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to Private Hospital KR Puram
658,14/08/2016,01:40,overspeed,3,2 & 3 & 9,fourlane,straight,junction,fine,Truck over speed and hit to Bus,0,0,20,0,Ambulance/Petrol Vehicle,The minor injured person shifted to Hospital
659,14/08/2016,14:00,collisionbrush,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Car,0,0,1,0,Petrol Vehicle,-
660,14/08/2014,07:35,others,4,2,fourlane,straight,junction,fine,TATA Indica,0,0,0,4,Ambulance/Petrol Vehicle,Non injured
661,14/07/2017,15:20,headoncollision,2,2,fourlane,straight,junction,fine,Two wheeler over speed and hit to Auto,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
662,14/07/2016,05:30,overspeed,2,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
663,14/07/2015,09:00,skidding,4,2 & 3,fourlane,slightcurve,junction,fine,Bike over speed fault of Motor vehicle,0,0,0,1,Petrol Vehicle,-
664,14/07/2015,22:45,others,2,1 & 3,fourlane,slightcurve,junction,fine,Drunk & Drive,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
665,14/07/2015,21:45,overspeed,1,2 & 4,fourlane,straight,junction,fine,Fault of car vehicle over speed and hit to bike,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
666,14/06/2017,05:30,headoncollision,2,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
667,14/06/2015,14:30,others,3,-,fourlane,straight,junction,fine,Car,0,1,2,0,Ambulance,Car hits bike by over speeding
668,14/06/2015,18:30,others,3,2,fourlane,straight,junction,fine,Bike,1,0,1,0,Ambulance,Bike lost control by over speed (self accident) and shifted to SNR hospital
669,14/05/2018,06:10,overspeed,1,5,fourlane,straight,forearmjunction,fine,Unknown vehicle hit to Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hoskote
670,14/05/2018,05:15,overspeed,1,2 & 5,fourlane,straight,junction,fine,Unknown vehicle over speed and hit to two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
671,14/05/2017,14:00,headoncollision,3,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
672,14/05/2015,09:35,headoncollision,2 & 4,1 & 5,fourlane,straight,junction,fine,Drunk & Drive vehicle out of control and Hit to the Bike,0,1,0,4,Petrol Vehicle,The injured person shifted to Jalappa Hospital
673,14/05/2015,11:55,headoncollision,1 & 2,2 & 3,fourlane,straight,junction,fine,Sumo over speed and hit to the Multi Axle in Maincarriageway,4,3,0,0,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to MVJ Hospital
674,14/04/2018,03:00,skidding,1,7,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian. Fault of pedestrian.,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
675,14/04/2016,00:45,skidding,2,2,fourlane,straight,junction,fine,LCV over speed hit to car,1,0,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
676,14/04/2016,04:30,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck hit to car. Fault of car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
677,14/04/2016,03:00,overspeed,3,3,fourlane,straight,junction,fine,LCV Tyre blast vehicle out of control,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital
678,14/03/2018,14:45,overspeed,2,9,fourlane,straight,junction,fine,Car over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
679,14/03/2017,11:30,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Fault of Two wheeler over speed to crossing road car was hit to two wheeler.,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
680,14/03/2015,22:15,others,1,3 & 4,fourlane,straight,junction,fine,Over speed vehicle out of control and hit to the loory,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
681,14/02/2017,15:45,headoncollision,1 & 3,2 & 9,fourlane,straight,junction,fine,Car over speed and hit to LCV,1,0,4,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
682,14/02/2017,16:50,collisionbrush,1 & 3,2 & 5,fourlane,straight,staggeredjunction,fine,Car over speed and hit to LCV,1,0,3,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
683,14/02/2017,21:35,overspeed,1,2,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
684,14/02/2016,01:30,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed hit to car,0,2,0,0,Ambulance,The injured person shifted to Jalappa Hospital
685,14/02/2015,22:00,others,2 & 3,2 & 4,fourlane,straight,junction,fine,Fault of Motor vehicel over speeding,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
686,14/12/2017,13:30,overspeed,2,2 & 5,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance,The injured person shifted to Bangalore Hospital
687,14/12/2015,21:05,headoncollision,1,2 & 4,fourlane,straight,junction,fine,Two wheeler speed and Hit to Crane,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
688,14/11/2016,15:20,overspeed,3 & 4,9,fourlane,slightcurve,junction,fine,Car over speed and hit to Agriculture vehicle.,0,0,1,1,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
689,14/01/2017,20:10,skidding,3,7,fourlane,straight,tjunction,fine,Fault of road crossing pedestrian.,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
690,14/01/2016,18:45,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
691,13/08/2016,19:50,skidding,3,1 & 4,fourlane,straight,junction,fine,Two wheeler self accident Drunk & Drive,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
692,13/08/2015,23:00,overspeed,1 & 3,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,1,0,2,0,Ambulance/Petrol Vehicle,the fatal body and injured person shifted to SNR Hospital
693,13/08/2014,08:35,others,3 & 4,2,fourlane,slightcurve,junction,fine,TATA ACE,0,0,1,2,Ambulance/Petrol Vehicle,"Tata Ace Over speed. 1-Minor, 2- non injured. Shifted to Ambulance Jalappa Hospital Kolar."
694,13/08/2014,16:35,overspeed,2 & 3,2 & 3,fourlane,straight,junction,fine,Car,0,1,2,0,Ambulance/Petrol Vehicle,"1-Minor, 2-Non injured. Helping Ambulance shifted to Jalappa Hospital."
695,13/07/2016,05:45,headoncollision,2,2,fourlane,straight,junction,fine,Car over speed and hit to car.,0,4,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital
696,13/06/2016,18:00,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to over turning car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
697,13/05/2018,01:00,headoncollision,1,2 & 3,fourlane,straight,junction,cloudy,Van over speed self accident,1,0,0,0,Ambulance,The fatal body shifted to Govt. Hospital Hoskote
698,13/05/2017,23:30,skidding,3,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,1,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
699,13/05/2014,10:45,,1,3,fourlane,straight,junction,fine,Car lost control,2,0,0,0,Ambulance/Petrol Vehicle,Car Driver lost control and hit anoher car
700,13/05/2014,10:45,others,1,2,fourlane,straight,junction,fine,Car,2,0,0,0,Ambulance/Petrol Vehicle,Due to over speed car collided with another car
701,13/04/2017,19:45,skidding,2,4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli
702,13/04/2017,16:45,skidding,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
703,13/04/2015,17:35,others,3 & 4,1,fourlane,straight,junction,fine,Drunk & Drive,0,0,1,3,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
704,13/02/2018,23:20,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
705,13/02/2016,23:54,overspeed,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
706,13/12/2016,14:30,overspeed,4,9,fourlane,straight,junction,fine,Multi axle hit to Truck,0,0,0,2,Petrol Vehicle,Non-injured traffic clear
707,13/12/2016,21:00,others,3,2 & 3,fourlane,straight,junction,fine,Car self accident due to Over speed,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
708,13/11/2015,12:05,headoncollision,3,2 & 4,fourlane,straight,junction,cloudy,Car hit to Two wheeler due to bike over speed turning the car,0,0,1,0,Ambulance,The injured person shifted to SNR Hospital
709,13/11/2014,13:25,skidding,3,3,fourlane,straight,junction,heavyrain,Self,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
710,13/11/2014,18:25,others,2,7,fourlane,straight,junction,fine,Fault of Pedestrian road crossing the vehicle hit to the pedestrian,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
711,13/11/2014,14:30,others,2 & 3,3,fourlane,straight,junction,fine,Tyre blast vehicle out of control,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
712,13/10/2017,00:30,skidding,1,1,fourlane,straight,junction,fine,Two wheeler over speed Self accident Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli
713,13/10/2016,22:45,rearendcollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to car in MCW,0,1,0,0,Petrol Vehicle,The injured person shifted to KR Puram Private Hospital
714,13/10/2014,15:45,overspeed,3,2,fourlane,slightcurve,junction,fine,Car over speed,0,0,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital
715,13/01/2017,16:00,skidding,3,2 & 4,fourlane,straight,tjunction,fine,Two wheeler over speed and hit to LCV,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
716,13/01/2017,15:00,overspeed,1,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,3,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hoskote
717,13/01/2017,06:55,overspeed,3 & 4,2,fourlane,straight,junction,fine,Bus over speed and hit to Car,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
718,12/09/2015,15:30,overspeed,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
719,12/07/2017,22:15,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
720,12/07/2016,23:30,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Multi axle over speed and hit to Two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital
721,12/07/2016,17:45,rearendcollision,3 & 4,2 & 5,fourlane,slightcurve,junction,fine,Bus over speed and Hit to Tow wheeler,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital
722,12/07/2014,14:30,overspeed,2 & 3,2,fourlane,straight,junction,fine,Bike,0,1,1,0,Ambulance/Petrol Vehicle,shifted to Hospital MVJ Hoskote
723,12/06/2016,20:10,skidding,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital
724,12/06/2014,14:30,others,2,2,fourlane,slightcurve,junction,fine,Bike,0,1,1,0,Ambulance/Petrol Vehicle,Self accident Drunk & Drive
